sample_id,crop_label,N,P,K,pH,soil_moisture,temperature,humidity,rainfall,solar_radiation,elevation,irrigation,previous_crop
S1007730,soybean,0.177,39.2,145.91,5.58,5.52,3.35,70.46,663.19,23.87,1318.64,rainfed,rice
S1065390,soybean,0.427,34.72,171.99,7.43,8.23,5.1,69.71,283.05,14.84,2496.86,irrigated,vegetable
S1006529,maize,0.328,48.83,167.88,6.3,10.09,4.6,67.83,705.27,18.98,2104.04,rainfed,fallow
S1036711,sugarcane,0.305,27.9,151.75,4.52,5.69,11.2,61.15,175.16,20.18,1859.97,rainfed,wheat
S1031774,mustard,0.348,16.26,40.8,6.5,5.78,8.98,54.45,137.95,18.65,2366.63,rainfed,maize
S1033571,rice,0.144,29.15,183.14,6.35,17.73,21.62,62.13,337.31,21.17,25.98,rainfed,wheat
S1078202,wheat,0.201,6.29,120.35,6.01,13.42,20.11,34.49,165.06,23.64,844.23,rainfed,vegetable
S1020821,lentil,0.24,42.22,88.24,6.43,16.31,22.14,50.97,100.18,19.15,134.93,rainfed,wheat
S1011947,wheat,0.255,48.44,134.84,6.41,2.43,17.5,68.54,498.87,17.81,681.12,irrigated,pulses
S1070954,rice,0.265,23.56,153.57,6.76,11.2,23.49,61.43,315.89,21.59,1024.39,irrigated,maize
S1000820,wheat,0.313,14.97,210.02,7.38,7.26,14.74,75.45,393.97,8.37,2007.13,rainfed,wheat
S1083233,potato,0.464,58.23,238.41,6.76,5.3,21.49,53.26,166.1,10.25,60.28,rainfed,wheat
S1085373,sugarcane,0.284,17.09,219.39,5.61,3.2,34.92,53.73,754.28,13.13,140.3,irrigated,wheat
S1097525,millet,0.584,61.39,189.28,7.2,7.25,33.2,61.95,513.53,19.42,92.94,irrigated,fallow
S1097699,potato,0.246,32.01,256.3,6.41,13.53,18.92,59.86,67.05,19.01,1252.46,rainfed,rice
S1078884,wheat,0.181,25.17,267.83,6.47,7.68,19.52,54.94,436.88,13.47,363.94,rainfed,wheat
S1053530,rice,0.372,15.44,163.98,7.02,1.45,19.11,43.52,427.34,13.39,804.37,rainfed,wheat
S1059528,potato,0.312,25.84,243.52,7.58,10.49,26.55,75.69,280.95,18.04,711.82,irrigated,wheat
S1072989,sugarcane,0.45,36.37,139.45,5.61,9.54,16.09,57.87,70.82,14.51,2188.7,irrigated,maize
S1091613,maize,0.46,29.63,318.43,6.54,12.51,10.05,74.73,31.75,18.04,1734.96,rainfed,vegetable
S1056056,wheat,0.512,40.39,244.35,8.23,16.16,22.5,54.43,283.61,17.26,1222.54,rainfed,rice
S1082059,wheat,0.312,16.72,171.66,7.55,0.1,20.87,62.77,111.77,17.5,80.46,irrigated,wheat
S1009342,potato,0.366,37.15,269.34,7.38,4.6,15.94,80.63,396.47,14.83,2108.57,rainfed,fallow
S1088002,wheat,0.354,22.48,83.56,6.5,3.37,16.67,81.23,478.36,9.56,1934.15,rainfed,vegetable
S1050950,rice,0.241,30.78,210.86,6.05,11.84,6.37,36.79,126.21,12.47,2419.83,rainfed,fallow
S1066157,millet,0.286,31.29,164.77,7.0,12.83,22.74,81.18,37.01,19.52,621.42,irrigated,wheat
S1068663,maize,0.074,26.06,125.58,6.75,9.53,3.38,73.17,393.58,13.34,2239.72,rainfed,vegetable
S1062296,wheat,0.555,54.18,21.13,5.89,3.99,13.93,81.81,102.68,19.01,1084.93,rainfed,vegetable
S1081757,barley,0.419,34.67,178.63,6.27,11.92,19.89,52.02,99.82,18.88,515.85,irrigated,vegetable
S1022810,rice,0.249,20.43,163.19,6.46,11.56,8.32,40.38,119.53,17.69,1122.57,rainfed,maize
S1012074,rice,0.171,25.95,197.91,6.55,22.51,23.02,66.36,261.01,17.93,1010.78,rainfed,fallow
S1019325,maize,0.258,47.26,297.43,5.7,16.35,4.61,96.9,300.3,17.08,2363.24,irrigated,maize
S1076538,lentil,0.397,57.28,119.05,7.16,9.64,16.43,67.73,226.37,20.08,2298.3,irrigated,maize
S1024088,wheat,0.135,46.7,168.52,7.17,6.58,21.6,52.13,231.0,18.11,780.4,rainfed,vegetable
S1060681,maize,0.474,27.95,128.06,5.04,5.15,25.01,56.55,1041.36,14.62,951.85,irrigated,maize
S1094363,sugarcane,0.361,38.13,306.73,7.59,18.14,14.78,71.97,555.26,18.88,879.29,irrigated,wheat
S1012557,rice,0.154,23.59,218.1,6.15,1.55,15.39,56.19,671.41,14.93,1593.48,irrigated,vegetable
S1097799,barley,0.305,33.87,100.83,7.54,11.28,15.47,64.15,503.68,18.01,1118.59,irrigated,wheat
S1029019,rice,0.476,38.05,245.88,6.17,5.13,30.48,48.84,249.57,12.33,353.03,irrigated,vegetable
S1050960,rice,0.121,41.83,210.48,6.36,1.32,15.12,67.71,210.92,30.0,2194.56,irrigated,pulses
S1029615,soybean,0.474,36.35,179.94,6.91,10.24,20.71,76.78,1039.95,12.79,825.93,rainfed,vegetable
S1060300,soybean,0.261,2.71,302.7,6.28,8.21,25.62,46.94,258.08,25.0,1730.75,irrigated,maize
S1023158,mustard,0.364,20.05,166.93,6.38,3.66,14.35,55.56,190.96,18.12,850.72,irrigated,fallow
S1054506,mustard,0.33,41.38,43.53,6.49,15.52,23.9,66.19,156.24,18.06,375.45,rainfed,vegetable
S1049248,wheat,0.273,31.53,119.22,7.55,5.35,18.95,64.89,96.95,13.87,531.51,rainfed,pulses
S1066071,sugarcane,0.599,38.89,245.62,5.96,12.4,33.0,56.72,221.7,19.54,420.3,irrigated,rice
S1074562,lentil,0.234,12.63,236.89,7.75,8.42,26.96,61.35,237.44,11.63,89.0,rainfed,maize
S1078605,soybean,0.262,33.64,206.37,5.85,9.96,9.17,64.77,88.33,17.81,1575.34,rainfed,wheat
S1078622,soybean,0.316,26.7,154.39,5.8,13.02,29.83,42.54,215.4,14.77,1466.14,irrigated,maize
S1009709,wheat,0.483,41.5,161.45,6.31,19.13,14.23,68.97,376.07,9.07,1387.27,rainfed,wheat
S1067511,wheat,0.589,46.74,260.14,5.46,4.24,16.62,42.48,444.47,16.98,1486.09,irrigated,pulses
S1070767,lentil,0.295,33.53,176.62,6.64,15.33,11.03,50.0,105.26,24.0,992.01,irrigated,vegetable
S1055101,mustard,0.149,39.76,97.76,7.61,3.98,15.29,73.42,259.81,13.08,1905.58,irrigated,maize
S1043430,potato,0.33,57.68,259.42,6.05,15.23,1.67,55.23,280.72,8.6,1652.6,rainfed,rice
S1046048,mustard,0.273,45.38,86.38,5.73,9.17,8.58,46.8,162.1,17.33,1626.74,irrigated,vegetable
S1033423,wheat,0.356,38.72,266.15,7.35,12.07,24.35,57.06,716.74,21.06,1322.59,rainfed,rice
S1028912,lentil,0.322,35.89,226.06,7.85,13.15,9.71,52.02,531.58,24.24,897.74,irrigated,rice
S1096346,rice,0.216,23.77,225.79,7.27,6.7,7.91,63.43,129.27,20.14,2053.67,irrigated,maize
S1054085,mustard,0.372,42.1,197.74,5.83,10.27,-0.06,49.2,368.87,11.45,2320.07,rainfed,vegetable
S1050656,potato,0.466,52.35,112.92,5.97,8.97,13.6,68.43,443.9,17.97,2013.56,irrigated,vegetable
S1034919,potato,0.557,50.89,220.33,6.08,11.29,13.18,76.38,160.8,20.38,2467.66,rainfed,rice
S1041915,potato,0.58,48.8,213.24,6.27,2.96,28.93,49.46,100.18,15.77,1807.95,irrigated,vegetable
S1013711,millet,0.264,36.63,155.93,4.78,12.44,16.47,54.36,372.09,11.64,378.35,rainfed,wheat
S1044642,sugarcane,0.227,29.54,225.13,5.47,13.0,15.27,53.99,286.03,10.41,1292.78,irrigated,rice
S1001742,barley,0.355,28.12,184.11,6.2,10.06,23.96,51.11,468.71,20.39,1923.26,rainfed,maize
S1088334,wheat,0.119,33.67,238.6,6.54,10.32,30.89,55.85,647.79,18.93,785.69,rainfed,pulses
S1025892,millet,0.148,38.69,180.32,6.14,6.19,11.17,40.77,133.63,18.43,1328.59,rainfed,fallow
S1079271,barley,0.496,29.88,297.77,7.08,19.88,22.5,38.01,397.82,22.91,424.46,irrigated,rice
S1099565,rice,0.559,61.37,225.54,6.77,7.32,14.04,57.21,267.28,20.23,1326.49,irrigated,maize
S1059134,sugarcane,0.289,40.93,163.35,6.23,10.21,13.66,82.18,291.65,14.99,2146.17,irrigated,maize
S1085809,wheat,0.338,43.91,284.82,5.75,3.29,14.55,66.04,331.52,16.74,1958.52,irrigated,maize
S1047337,maize,0.323,27.82,168.39,5.79,15.45,4.55,78.64,156.99,16.43,2329.88,rainfed,maize
S1060234,soybean,0.376,38.73,87.34,6.56,14.99,22.52,64.13,742.92,14.55,2031.46,irrigated,rice
S1079264,sugarcane,0.262,25.72,190.96,7.08,16.41,21.02,52.91,199.81,17.33,1547.23,irrigated,vegetable
S1057750,maize,0.231,23.75,122.66,6.27,12.57,17.2,39.03,331.09,16.72,2018.93,rainfed,wheat
S1023661,millet,0.287,46.47,251.43,5.5,16.62,27.41,46.58,305.66,22.01,73.61,irrigated,fallow
S1048885,rice,0.448,45.86,322.31,5.86,8.87,25.26,79.25,24.81,28.12,837.25,irrigated,pulses
S1033739,mustard,0.158,20.63,206.73,6.64,9.37,15.06,39.18,177.5,14.1,2220.77,irrigated,maize
S1059856,wheat,0.071,24.94,194.17,6.9,7.23,12.87,55.24,391.27,20.43,1951.53,irrigated,vegetable
S1072446,millet,0.209,45.3,143.88,5.39,4.37,24.93,79.56,105.72,14.29,792.38,rainfed,maize
S1047643,rice,0.228,24.41,211.41,6.46,8.5,14.56,38.06,120.31,19.72,2393.26,rainfed,maize
S1059705,millet,0.46,44.68,126.75,5.44,6.33,23.41,78.59,355.65,18.54,188.61,irrigated,pulses
S1089911,barley,0.325,29.96,97.03,6.37,14.62,14.84,57.99,319.81,17.1,2377.37,irrigated,rice
S1052291,lentil,0.26,25.84,143.86,6.34,8.76,12.45,65.14,120.58,17.12,2397.1,irrigated,rice
S1042104,rice,0.281,22.82,165.19,5.56,21.33,27.54,60.12,627.14,23.8,26.67,irrigated,vegetable
S1040457,wheat,0.316,32.59,286.36,6.87,8.66,31.36,66.82,609.24,21.81,171.36,rainfed,fallow
S1064556,mustard,0.349,62.27,209.27,6.3,11.89,29.64,100.0,208.29,24.04,489.13,rainfed,pulses
S1034431,mustard,0.454,39.27,237.34,7.45,6.06,8.29,51.77,85.07,17.48,2305.94,rainfed,wheat
S1036854,mustard,0.203,27.95,246.43,7.27,16.52,26.63,25.57,261.78,19.37,459.71,irrigated,maize
S1088293,rice,0.01,48.33,82.71,6.33,2.97,13.97,66.67,547.93,16.1,1802.45,irrigated,wheat
S1009274,mustard,0.369,25.86,210.83,5.93,9.32,21.34,66.8,135.81,15.87,1798.68,irrigated,vegetable
S1024868,wheat,0.573,71.07,162.39,5.83,0.1,17.53,18.69,109.6,18.61,543.73,rainfed,wheat
S1057537,rice,0.33,39.47,238.68,5.72,13.99,23.64,65.08,434.67,23.55,1147.17,rainfed,fallow
S1091034,rice,0.323,35.85,210.93,6.98,7.86,29.4,64.99,58.96,21.87,97.83,irrigated,maize
S1043656,potato,0.396,35.0,163.77,5.13,11.24,26.87,48.97,30.81,22.7,885.82,irrigated,pulses
S1014729,sugarcane,0.283,23.99,204.25,6.07,5.84,7.28,73.2,158.39,16.88,2331.07,rainfed,fallow
S1081465,wheat,0.218,49.41,199.22,7.49,2.51,19.13,59.1,92.69,17.62,1868.73,rainfed,pulses
S1069189,millet,0.344,32.4,99.78,7.75,21.41,29.09,41.46,190.96,16.53,270.29,irrigated,vegetable
S1013535,sugarcane,0.225,28.58,148.98,6.33,11.16,27.33,84.59,94.24,14.15,629.4,rainfed,pulses
S1090178,mustard,0.454,38.09,292.75,7.53,8.59,26.62,51.12,119.22,12.18,1042.16,irrigated,maize
S1049193,lentil,0.381,36.72,171.83,5.33,7.84,23.37,38.93,132.89,23.75,743.37,rainfed,pulses
S1005809,sugarcane,0.198,27.03,153.96,7.58,16.34,22.85,76.77,385.04,18.11,1040.4,rainfed,fallow
S1007984,barley,0.558,60.44,252.58,5.51,11.95,34.52,41.93,285.48,19.74,1096.68,rainfed,vegetable
S1026526,wheat,0.301,43.52,188.14,6.16,12.68,10.74,47.98,361.81,18.03,2279.57,irrigated,pulses
S1028422,mustard,0.497,47.41,243.14,5.91,10.13,19.47,69.6,363.61,13.74,869.75,rainfed,vegetable
S1098623,wheat,0.314,40.98,125.27,7.06,4.28,12.82,51.12,282.67,10.47,1386.56,rainfed,pulses
S1055023,lentil,0.377,44.49,231.77,7.52,12.45,25.87,62.91,704.94,16.2,1433.32,irrigated,pulses
S1082933,lentil,0.237,31.19,162.92,6.89,12.92,21.47,57.27,331.98,16.91,1696.36,rainfed,pulses
S1004256,potato,0.108,16.23,204.01,6.69,21.12,7.62,58.79,355.79,19.7,2494.37,irrigated,rice
S1091232,mustard,0.308,22.15,103.99,9.0,12.7,26.16,48.6,133.22,14.17,364.81,rainfed,vegetable
S1042327,millet,0.408,69.99,170.83,6.2,6.01,25.49,69.05,430.24,22.64,501.78,rainfed,maize
S1006396,lentil,0.283,35.74,246.97,6.6,14.29,-0.09,68.64,126.23,20.16,1245.47,irrigated,fallow
S1084113,wheat,0.434,52.79,167.89,7.15,17.58,12.46,50.61,658.32,15.07,2139.41,irrigated,vegetable
S1050673,rice,0.182,38.47,212.63,6.15,8.23,17.38,77.1,439.29,21.31,1391.47,rainfed,vegetable
S1093878,rice,0.558,21.09,170.44,7.02,14.06,9.99,48.13,380.69,12.03,1995.82,rainfed,rice
S1043817,maize,0.248,16.27,121.35,6.66,11.1,20.41,81.1,127.02,16.87,1438.49,rainfed,fallow
S1070967,soybean,0.432,42.16,250.69,5.65,12.43,8.09,72.88,179.54,22.25,2157.97,irrigated,vegetable
S1079677,wheat,0.322,31.52,137.74,6.43,13.28,15.61,59.26,199.74,13.96,1001.03,rainfed,vegetable
S1037816,maize,0.384,37.88,175.48,6.88,10.27,22.02,52.66,591.35,12.69,1742.8,rainfed,pulses
S1047454,lentil,0.165,23.31,118.83,5.38,8.26,25.84,61.58,270.52,17.87,319.67,rainfed,pulses
S1025238,mustard,0.187,30.3,54.02,6.84,7.35,21.59,55.24,164.17,9.81,331.43,rainfed,pulses
S1038689,wheat,0.331,32.91,262.34,7.9,12.85,24.45,70.36,227.54,11.77,654.42,irrigated,vegetable
S1010021,millet,0.202,34.65,193.04,7.76,10.22,21.13,71.1,77.53,17.03,71.3,rainfed,fallow
S1090466,lentil,0.347,16.15,165.81,6.85,3.92,20.89,31.3,122.66,23.77,851.32,rainfed,wheat
S1045899,rice,0.235,43.44,208.23,5.58,9.09,16.12,85.45,414.65,19.73,1130.94,rainfed,maize
S1075255,rice,0.312,25.93,108.5,6.32,13.31,26.72,64.33,70.08,19.95,224.54,rainfed,vegetable
S1051751,mustard,0.372,51.44,137.33,7.06,8.49,12.47,42.97,201.97,19.98,869.74,rainfed,vegetable
S1098113,soybean,0.153,18.89,169.71,5.63,11.76,23.05,45.49,857.6,22.32,893.87,rainfed,rice
S1040145,wheat,0.285,27.14,126.05,7.09,13.62,13.22,44.68,353.74,19.05,1210.52,irrigated,pulses
S1076715,maize,0.448,28.04,210.05,7.37,5.58,19.64,76.51,591.3,16.78,476.97,rainfed,wheat
S1094488,rice,0.291,23.45,105.5,5.72,4.48,29.6,79.7,98.7,16.26,678.13,irrigated,rice
S1021290,lentil,0.231,32.7,190.48,6.76,13.46,10.66,89.18,172.3,17.71,2391.92,irrigated,fallow
S1063801,wheat,0.446,29.75,267.85,6.68,13.0,10.09,55.64,448.76,19.64,1798.07,irrigated,pulses
S1045122,rice,0.264,33.46,205.52,6.57,9.11,16.74,53.9,474.48,16.38,593.18,irrigated,wheat
S1076831,lentil,0.287,27.35,88.62,7.26,13.1,28.67,81.9,80.61,18.93,337.7,rainfed,pulses
S1098590,millet,0.35,35.28,131.32,7.16,8.57,20.69,64.7,6.85,18.67,1727.03,rainfed,vegetable
S1043357,maize,0.149,18.12,97.09,7.06,16.98,21.95,84.17,356.95,19.43,120.36,rainfed,rice
S1061111,barley,0.37,57.04,75.0,7.05,21.09,10.34,63.15,204.9,23.36,2249.38,rainfed,vegetable
S1024345,rice,0.343,40.58,175.53,6.38,0.1,8.15,84.47,125.47,15.93,1139.3,rainfed,wheat
S1001224,potato,0.344,32.08,248.37,6.64,20.74,15.78,72.46,339.07,24.14,1049.32,rainfed,vegetable
S1046222,rice,0.437,54.59,248.94,6.62,17.35,28.1,62.07,279.38,17.07,99.66,irrigated,vegetable
S1055676,wheat,0.124,18.26,231.07,7.66,6.21,24.61,38.33,110.77,19.25,357.05,rainfed,maize
S1070830,rice,0.327,36.31,203.71,6.14,7.8,25.91,44.23,141.12,16.2,1800.7,rainfed,rice
S1050322,lentil,0.255,35.6,64.71,6.96,6.87,25.07,76.95,463.01,20.88,428.77,rainfed,vegetable
S1081971,lentil,0.382,21.62,175.16,7.13,9.81,13.45,54.72,540.17,19.31,826.28,irrigated,vegetable
S1014535,barley,0.25,46.98,230.86,5.61,18.31,11.64,66.55,445.22,22.28,377.9,irrigated,rice
S1061655,rice,0.244,44.37,290.85,6.41,10.06,26.03,64.14,81.13,22.34,212.89,irrigated,vegetable
S1069662,lentil,0.194,46.52,289.47,7.41,15.75,-2.0,30.66,76.78,12.89,2389.73,rainfed,vegetable
S1034043,sugarcane,0.156,44.0,85.45,6.71,12.1,8.91,30.9,214.49,12.8,1213.85,rainfed,pulses
S1058388,wheat,0.485,50.41,181.51,7.62,5.0,8.48,44.28,270.89,18.44,389.99,rainfed,vegetable
S1018329,mustard,0.294,50.62,205.09,7.53,4.61,11.63,62.98,188.02,24.54,1697.16,irrigated,rice
S1077217,wheat,0.252,25.66,80.98,6.28,11.26,23.79,52.78,417.92,14.99,1160.18,irrigated,pulses
S1036823,rice,0.496,14.01,193.22,5.67,6.24,16.19,48.06,629.73,16.57,1664.31,rainfed,pulses
S1006231,potato,0.321,33.27,191.98,7.39,5.33,4.98,55.44,733.92,18.08,2278.35,rainfed,maize
S1059779,lentil,0.37,26.1,288.13,7.19,11.57,25.75,58.45,167.68,19.06,896.24,rainfed,pulses
S1054887,mustard,0.174,23.37,107.8,6.31,15.05,21.82,54.72,211.6,20.41,705.08,rainfed,vegetable
S1019458,wheat,0.162,7.34,183.4,6.86,14.65,14.42,39.19,552.22,24.48,628.15,irrigated,vegetable
S1014522,rice,0.215,46.56,246.9,5.62,18.73,12.46,61.76,366.38,28.83,2192.47,irrigated,rice
S1048655,mustard,0.283,42.86,192.19,6.54,16.39,9.72,53.57,134.29,19.06,776.58,rainfed,pulses
S1094589,rice,0.185,22.76,140.03,6.82,14.51,27.74,40.02,653.88,18.16,1743.82,irrigated,pulses
S1038139,rice,0.436,27.2,149.8,5.93,6.28,11.51,97.42,206.12,15.97,1816.38,rainfed,fallow
S1022661,wheat,0.285,20.27,156.66,7.87,13.69,24.13,44.12,196.94,17.98,1286.53,rainfed,pulses
S1083120,wheat,0.443,37.72,127.01,6.08,10.88,17.67,34.47,316.37,20.59,2359.24,rainfed,vegetable
S1033878,wheat,0.545,34.59,236.33,6.42,9.82,19.43,79.79,203.03,13.49,1042.99,rainfed,maize
S1072366,sugarcane,0.2,25.38,47.04,6.84,6.77,23.69,71.82,127.83,24.48,1239.63,rainfed,pulses
S1067717,lentil,0.369,48.28,276.73,6.62,9.28,19.44,61.17,30.97,7.94,2344.56,irrigated,wheat
S1058937,wheat,0.367,31.59,87.28,6.54,17.17,19.54,98.69,160.35,14.45,895.27,rainfed,wheat
S1053204,mustard,0.237,27.68,215.11,5.76,7.44,17.48,65.97,39.14,21.16,877.77,rainfed,rice
S1056749,lentil,0.216,48.94,285.66,5.65,9.22,22.75,69.84,105.46,27.42,1650.63,rainfed,pulses
S1010765,lentil,0.549,53.36,174.81,7.35,13.48,25.66,48.52,85.38,12.05,1576.95,rainfed,vegetable
S1086983,millet,0.416,26.15,232.24,6.47,9.05,32.18,55.02,189.58,14.26,914.39,irrigated,rice
S1074483,wheat,0.26,30.46,70.16,7.04,6.95,20.75,59.39,375.19,14.73,2216.09,rainfed,pulses
S1059452,wheat,0.195,39.79,131.75,5.58,10.84,20.44,39.03,537.06,11.43,446.29,rainfed,wheat
S1047228,wheat,0.213,29.67,247.92,5.12,5.85,8.72,52.59,341.59,20.05,2173.55,irrigated,rice
S1081261,rice,0.251,34.44,104.54,5.82,8.78,7.01,52.87,260.8,17.09,2035.51,rainfed,pulses
S1049242,mustard,0.272,48.9,207.27,5.9,16.08,22.81,74.57,199.77,16.27,1228.88,irrigated,vegetable
S1017760,mustard,0.264,29.92,165.29,6.54,20.31,22.85,69.88,149.57,20.0,1601.83,rainfed,vegetable
S1016316,sugarcane,0.272,28.14,166.6,6.11,10.99,29.17,59.1,164.61,12.61,1074.25,irrigated,pulses
S1072641,mustard,0.243,43.23,217.01,7.36,14.68,17.14,54.27,797.78,19.89,2306.27,rainfed,wheat
S1022227,maize,0.313,32.22,185.19,6.48,9.18,12.22,39.5,150.19,19.01,912.05,irrigated,vegetable
S1066442,mustard,0.475,25.41,205.54,5.57,13.87,16.51,76.3,202.04,16.48,2480.96,irrigated,maize
S1094065,maize,0.226,27.87,160.32,6.41,3.49,23.29,49.21,271.61,17.55,1091.58,rainfed,pulses
S1080963,wheat,0.412,36.57,187.14,6.66,15.01,17.22,78.19,639.99,12.61,1401.96,rainfed,pulses
S1045651,mustard,0.591,47.95,164.18,6.04,14.49,12.59,89.58,65.97,23.54,2188.2,rainfed,wheat
S1026091,millet,0.365,35.75,255.43,7.49,12.3,12.89,36.2,285.86,20.38,1950.07,rainfed,wheat
S1076336,barley,0.394,43.5,335.22,7.67,15.19,9.61,59.14,594.18,13.57,2275.7,rainfed,pulses
S1058778,rice,0.285,33.98,295.55,5.84,16.49,23.46,81.38,405.11,19.63,114.51,rainfed,maize
S1055628,wheat,0.362,40.14,266.11,5.33,15.64,14.78,90.5,355.22,14.0,180.71,irrigated,fallow
S1072403,barley,0.457,32.74,96.41,4.9,4.77,24.58,62.26,90.03,11.92,782.94,irrigated,wheat
S1032417,lentil,0.308,30.95,193.53,7.13,11.03,21.02,56.27,209.88,17.31,1981.15,rainfed,rice
S1016910,mustard,0.236,46.09,282.93,6.67,9.7,6.57,45.99,237.77,18.02,2381.91,rainfed,vegetable
S1028399,rice,0.363,38.17,271.74,6.63,3.26,29.38,50.71,468.84,27.6,249.05,rainfed,wheat
S1017092,millet,0.24,44.65,154.95,5.25,20.27,6.96,56.7,239.2,14.22,2405.66,irrigated,pulses
S1009188,maize,0.271,32.64,224.23,6.79,10.43,1.29,45.19,384.82,22.59,2384.8,rainfed,wheat
S1068672,maize,0.329,40.91,214.73,6.6,13.1,16.19,59.16,175.43,20.25,2390.78,irrigated,maize
S1037934,sugarcane,0.242,30.36,62.14,6.48,10.54,14.71,82.66,264.03,17.11,1995.09,irrigated,fallow
S1076564,barley,0.175,36.6,196.28,5.73,19.13,13.88,64.59,97.97,23.2,1944.2,rainfed,vegetable
S1039152,sugarcane,0.379,48.61,125.53,7.31,10.57,30.99,77.52,257.47,17.38,959.63,irrigated,pulses
S1083896,mustard,0.327,58.49,118.22,7.78,11.73,20.98,49.59,53.11,20.58,2236.13,rainfed,rice
S1056349,soybean,0.366,52.28,61.25,5.85,12.44,20.4,65.1,307.62,20.01,1887.58,rainfed,vegetable
S1028012,rice,0.354,35.74,226.87,6.24,8.6,14.89,80.3,155.83,13.57,1743.41,rainfed,pulses
S1015482,potato,0.134,45.14,238.57,7.42,2.3,17.94,62.46,53.88,13.98,1535.16,rainfed,vegetable
S1062259,potato,0.508,31.25,199.78,7.01,15.57,14.34,27.21,211.88,16.59,1767.09,rainfed,maize
S1068365,soybean,0.215,37.65,194.43,6.46,6.61,14.09,57.65,74.32,16.34,1221.22,rainfed,maize
S1011607,barley,0.285,40.35,226.17,6.61,15.26,30.87,55.77,46.42,16.2,417.75,rainfed,vegetable
S1048204,potato,0.291,47.61,193.58,6.07,8.02,15.7,77.75,743.32,12.08,2008.17,rainfed,rice
S1000701,wheat,0.142,13.52,81.59,5.79,15.39,17.54,71.15,283.28,15.0,129.56,rainfed,fallow
S1010597,sugarcane,0.166,37.57,139.55,6.6,13.24,11.35,64.74,546.27,22.16,1523.92,irrigated,wheat
S1035514,sugarcane,0.291,57.63,206.85,5.1,19.62,10.04,42.66,291.53,17.08,1264.17,irrigated,pulses
S1021789,rice,0.215,29.95,219.32,6.92,9.68,31.46,46.02,300.43,17.54,1047.18,rainfed,vegetable
S1030021,mustard,0.516,49.43,233.61,6.26,9.54,22.48,65.51,41.57,20.18,1090.15,irrigated,pulses
S1069613,wheat,0.492,30.76,379.85,7.59,19.47,8.2,52.15,418.64,22.63,1907.65,rainfed,vegetable
S1056457,potato,0.509,37.02,151.21,6.74,12.27,16.1,87.18,604.78,19.37,2367.7,irrigated,pulses
S1006355,millet,0.449,20.82,93.73,4.53,13.51,9.58,58.93,835.54,16.18,2421.05,rainfed,pulses
S1049141,rice,0.324,23.22,123.88,7.57,8.32,20.96,69.56,607.9,21.75,311.84,irrigated,vegetable
S1021815,wheat,0.312,28.12,158.05,4.7,13.37,23.87,69.73,274.0,10.15,1422.0,rainfed,vegetable
S1021666,wheat,0.049,25.1,128.93,6.87,3.41,23.44,61.97,183.2,18.82,2355.49,rainfed,wheat
S1066206,maize,0.024,29.34,122.76,5.8,13.01,10.4,37.65,275.03,20.51,1682.38,rainfed,rice
S1053499,sugarcane,0.274,59.88,186.7,6.13,6.49,14.41,36.2,758.97,20.37,1647.5,rainfed,fallow
S1015122,barley,0.19,45.41,74.03,6.61,11.13,12.71,65.63,67.05,21.09,1283.81,rainfed,maize
S1080482,maize,0.268,30.17,142.28,6.66,12.8,20.58,89.59,525.09,21.0,826.87,irrigated,fallow
S1028898,sugarcane,0.374,17.03,162.65,6.38,0.73,5.64,69.54,356.34,24.79,510.62,irrigated,fallow
S1048488,maize,0.459,35.18,233.42,5.27,15.85,18.09,79.56,541.98,18.31,1881.87,rainfed,rice
S1026718,wheat,0.207,24.8,143.11,7.5,2.65,25.1,59.18,102.35,21.31,1053.31,irrigated,vegetable
S1097242,barley,0.461,56.8,188.67,6.88,7.92,8.57,60.4,350.82,15.52,1893.64,irrigated,wheat
S1086052,mustard,0.385,56.81,196.71,5.48,19.89,15.03,59.39,236.8,20.73,1611.72,irrigated,vegetable
S1013896,lentil,0.298,40.24,122.86,6.62,12.19,20.11,65.61,290.19,21.99,1491.85,rainfed,vegetable
S1095681,lentil,0.095,4.64,129.35,6.35,14.66,7.92,55.36,543.34,15.91,1804.41,rainfed,rice
S1032123,wheat,0.299,35.27,101.18,7.73,9.86,21.3,84.62,460.14,17.66,1070.08,rainfed,pulses
S1019027,rice,0.313,39.15,224.09,6.74,12.49,23.7,76.93,89.96,20.75,1545.85,rainfed,rice
S1046444,barley,0.01,28.98,73.02,6.97,17.93,9.75,79.11,231.37,12.46,1991.55,rainfed,maize
S1078457,wheat,0.432,20.45,235.36,7.32,4.25,23.3,65.08,435.54,10.81,116.91,rainfed,maize
S1039822,wheat,0.137,20.02,206.8,7.2,14.54,21.1,38.57,390.93,24.03,739.73,irrigated,fallow
S1087930,sugarcane,0.451,27.86,186.68,5.46,4.31,16.58,80.76,312.51,18.4,1719.76,irrigated,rice
S1005707,mustard,0.45,48.58,161.7,7.08,11.92,23.63,56.9,99.88,19.28,258.69,rainfed,fallow
S1018664,rice,0.308,30.17,215.72,6.03,18.77,22.2,51.44,211.57,15.86,306.85,irrigated,rice
S1034534,millet,0.501,25.2,135.32,6.63,12.43,21.89,49.72,101.1,9.66,230.49,rainfed,pulses
S1046708,rice,0.225,34.11,32.99,6.65,11.43,21.25,72.35,78.21,19.58,17.87,rainfed,vegetable
